CRS_NAME,COURSES_ID,TERM_REPORTING_YEAR,C4AP
ETH-202B,2168,2016,2
EVS-133,2178,2019,17
GEG-108,2383,2012,3
ART-148,206,2016,4
BSN-100,480,2012,12
CIS-100,865,2012,2
CRJ-112,1296,2011,6
DAN-107B,5378,2014,2
DAN-121,1547,2011,2
PEH-102,4230,2012,1
POL-107,4329,2015,4
SOC-111,4500,2019,17
SPA-156CC,4693,2019,6
SPA-160AA,4712,2011,2
WLD-125C,5233,2016,2
DAN-126D,5132,2012,1
GEG-103,2377,2020,28
HEA-145,2734,2011,2
HIS-102,2838,2011,6
JPN-203,3085,2018,20
MAT-103B,3144,2018,13
ART-145A,200,2016,2
ART-215,5658,2019,7
ART-220B,5110,2015,3
ART-240,259,2011,5
BSN-152A,510,2012,4
BSN-152A,510,2018,14
SPA-193A,4806,2019,1
SPA-193B,4807,2018,1
THE-111T,4874,2012,1
THE-128B,4886,2012,4
WLD-128C,5322,2013,2
PEH-101,4229,2011,1
PLS-153,4319,2011,2
SPA-154A,5558,2015,2
SPA-154B,5559,2014,2
SPA-154C,4674,2017,2
SPA-160C,4714,2019,2
HIS-109,2845,2015,4
HIS-113,2849,2018,17
MOA-230,3246,2014,2
MOA-240,5877,2019,11
MUS-101,3259,2020,9
PEF-135H,5263,2014,1
DAN-117D,5121,2014,2
DAN-125A,5124,2015,2
ETH-202A,2167,2016,2
FIR-153,2259,2017,2
FIR-176,2291,2015,2
HEA-140A,5159,2015,7
CUL-162C,1392,2011,2
CUL-163K,1404,2014,4
CUL-163L,1405,2019,5
CUL-172A,1424,2019,7
CUL-172B,1425,2018,7
CUL-172D,1427,2011,3
ANT-108,50,2015,6
ART-146,202,2011,5
ART-214,229,2011,6
ART-216,231,2012,5
BSN-152A,510,2017,4
BSN-152B,511,2013,1
REL-103,4391,2014,4
SPA-181A,4736,2017,2
SPA-189,4746,2013,2
THE-228A,4931,2012,2
WLD-120C,5222,2019,1
HUM-101,2980,2011,3
HUM-103,2982,2014,3
MAT-109,3150,2011,2
PEF-101H,5394,2018,4
PHS-102,4280,2014,1
PSY-211,4379,2013,5
EVS-133,2178,2017,5
FIR-103,2186,2012,2
FIR-106,2189,2014,3
FIR-153,2259,2012,2
FIR-172B,5553,2018,1
GEG-113,2384,2016,7
BSN-158B,517,2014,1
CIS-102,867,2013,2
CIS-120A,872,2018,8
COU-123,991,2019,6
CRJ-113,1297,2011,4
CUL-164D,1411,2018,1
ART-147,203,2012,3
ART-201B,5771,2019,6
ART-219A,5074,2019,7
ART-249,265,2014,3
ASL-108,5781,2017,2
BSN-125,498,2019,17
SPA-199A,4815,2018,6
SPA-211,4823,2020,24
THE-127,4884,2015,1
THE-136A,5204,2013,5
THE-208,4929,2011,3
WLD-128B,4975,2013,6
SPA-122C,5729,2019,7
SPA-122D,4570,2016,2
SPA-154R,4687,2016,2
SPA-156G,4699,2012,2
SPA-157F,4706,2018,12
SPA-160EE,4718,2019,2
PHI-210,4249,2017,4
POL-206,4341,2017,3
PSY-106,4357,2011,2
REL-104,4392,2020,6
SPA-103,4561,2019,31
SPA-122B,4569,2011,4
FIR-170B,6160,2017,2
GSE-115,2557,2015,2
MAT-201,3233,2012,15
MUS-104A,3263,2012,2
MUS-116D,5958,2019,5
PEF-123C,5235,2020,3
CAO-122,707,2011,1
CAO-152A,716,2016,1
CRJ-109,1293,2014,2
CUL-171,1423,2019,5
ECE-124,5083,2016,1
ENG-206,2051,2017,5
ART-114,92,2013,11
ART-146,202,2015,11
ART-214,5657,2018,14
ART-217,232,2012,3
ART-234,250,2011,5
BIO-201,323,2013,3
THE-118,4881,2013,2
WLD-147A,5239,2017,2
SNL-103,4455,2017,1
SPA-143,4668,2017,5
SPA-154C,4674,2012,2
SPA-157J,4709,2012,4
SPA-160C,4714,2017,2
SPA-183A,4739,2020,5
JPN-102,3057,2020,6
MUS-101,3259,2012,9
PEF-101G,5292,2020,3
PSY-102,4353,2015,8
PSY-202,4377,2017,3
REL-101,4389,2013,4
ECE-129,1689,2018,4
ECE-202,5610,2019,8
FIR-181E,5815,2018,5
FIR-182D,5817,2020,4
FRE-252,2370,2013,2
HIS-113,2849,2013,4
BIO-210,327,2018,13
CIS-120B,873,2015,2
CUL-101,5732,2016,5
CUL-163A,1395,2020,5
CUL-163G,1401,2013,2
DMA-101,5273,2018,5
ART-105,84,2013,2
ART-107,86,2019,14
ART-122,5269,2020,12
ART-247,263,2018,7
ASL-201,5782,2017,4
BIO-203,324,2011,5
THE-109,5309,2013,3
THE-112B,4877,2017,4
THE-122,4882,2012,2
WLD-125A,5406,2018,6
PEF-116C,5423,2019,4
PEF-124C,5245,2014,1
PET-106,5524,2020,3
SPA-154L,4682,2011,2
SPA-157F,4706,2020,10
SPA-160EE,4718,2018,6
MOA-237,3255,2017,2
MUS-126E,3300,2011,1
MUS-141B,3420,2019,5
PEF-101F,5393,2020,3
PEF-104E,5296,2017,1
PEF-116A,5419,2018,4
ENG-214,2062,2012,5
ETH-203A,2170,2011,5
FIR-171C,2283,2013,2
FIR-177A,5506,2016,2
FRE-103,2343,2012,6
HUM-102,2981,2020,6
BSN-105,485,2012,11
CHM-100,830,2015,9
CUL-162C,1392,2013,3
DAN-117B,5119,2013,2
ENG-103,1873,2017,2
ENG-200,2047,2015,7
ART-107,86,2014,11
ART-210A,5624,2019,14
BSN-101A,481,2012,9
BSN-101A,5539,2018,28
BSN-110C,488,2013,8
CUL-164A,1408,2014,3
WLD-125A,4971,2012,2
SPA-154A,4672,2014,2
SPA-154E,4676,2012,2
SPA-154F,4677,2013,2
SPA-160B,4713,2017,2
THE-101,4841,2012,7
WLD-117A,5319,2015,8
HIS-103,2839,2011,6
MUS-128B,3305,2013,4
MUS-135,3408,2014,3
PHI-205,4248,2020,6
SPA-122A,4568,2015,3
SPA-122B,4569,2017,3
CUL-169A,1419,2018,5
ECE-101,5338,2012,4
ENG-201,2048,2014,7
GEL-108,2410,2019,10
GER-142,2455,2013,2
HEA-149,2740,2011,4
ART-116,94,2011,7
ART-148,206,2012,3
CHM-103,833,2020,19
CRJ-108,1292,2015,7
ENG-201,2048,2011,5
FIR-171B,5550,2014,2
WLD-140A,5416,2014,6
PEF-101K,5186,2016,1
SPA-123D,4573,2014,4
THE-111Q,4871,2012,1
THE-126,4883,2012,4
WLD-126C,4973,2013,2
WLD-127A,4974,2012,2
FIR-175A,2289,2012,2
GER-143,2456,2019,1
HIS-112,2848,2018,21
JPN-141,3074,2018,4
MUS-126D,3299,2015,1
MUS-134B,3406,2013,4
ANT-104,44,2013,3
ART-223,5660,2018,6
BIO-102,271,2015,4
BSN-110A,486,2011,11
BSN-110A,5540,2017,10
CRJ-102,1287,2014,10
SNL-108,4459,2012,3
SPA-156C,4692,2020,1
SPA-156GG,4700,2011,2
THE-112A,4876,2012,9
THE-136C,5493,2015,3
WLD-118C,4962,2011,2
PEF-135A,5298,2017,1
PEF-140C,5434,2016,1
PEH-100,4228,2011,2
PHI-218,4251,2019,4
PHS-111,4281,2020,7
PSY-108,4359,2019,8
MUS-119A,5978,2020,9
MUS-137,3410,2011,2
PEF-101GA,5181,2016,1
PEF-104A,5408,2017,1
PEF-124B,5244,2020,3
PEF-124C,5245,2019,4
FIR-182A,5810,2019,5
FIR-182B,5811,2018,5
FRE-251,2369,2015,1
GSE-106,2554,2015,2
MOA-229,3245,2014,2
MOA-240,5877,2017,2
CRJ-103,1288,2015,5
CUL-114,1361,2012,3
CUL-125,1364,2019,2
CUL-165,1412,2017,1
DAN-126A,5129,2014,2
ETH-202C,2169,2015,5
ART-216,5659,2020,6
CAO-121,706,2017,1
CHM-100,830,2019,30
CHM-101,831,2014,5
COU-120,988,2014,6
DAN-101,1504,2012,2
WLD-126A,5563,2015,2
SPA-156CC,4693,2012,2
SPA-183A,4739,2019,6
SPA-221A,5966,2020,21
THE-129,4889,2014,2
THE-130,4890,2015,2
THE-136B,5206,2014,3
PEF-125C,5253,2018,4
PHY-105,4305,2018,18
PHY-107,5891,2019,18
PHY-108,5892,2018,18
RUS-143,4448,2014,2
SPA-122E,5730,2018,10
GEG-114,2385,2012,2
JPN-141,3074,2013,2
JPN-201,3083,2012,6
JPN-202,3084,2013,6
JPN-203,3085,2011,6
MUS-134B,3406,2012,2
DAN-116B,5380,2015,2
DMA-112,1582,2019,24
ECE-110,5347,2019,8
ENG-102,1872,2011,5
ENG-213,2061,2019,20
FIR-106,2189,2019,6
ART-146,202,2019,32
ART-221E,5630,2019,14
ART-241B,5637,2017,1
BSN-158C,518,2015,1
CUL-164C,1410,2013,1
DAN-125B,5125,2015,2
SPA-199D,4816,2012,2
SPA-220B,5822,2019,22
THE-111E,4859,2012,1
WLD-100,5310,2015,10
WLD-117A,5319,2018,24
SPA-105,4562,2020,6
SPA-122E,5730,2017,3
SPA-142,4667,2014,6
SPA-154E,4676,2018,6
SPA-156AA,4690,2013,2
SPA-184A,4740,2016,2
MAT-203,3235,2015,5
MUS-113,5869,2019,5
PEF-100BA,5153,2017,1
PEF-100GA,5166,2020,3
PEF-104C,5295,2018,4
PEF-123C,5235,2015,1
ECE-101,5338,2018,14
ECE-203,1831,2020,4
ECE-205,5713,2018,4
ECO-101,5546,2016,1
GEL-103,2405,2013,4
GER-251,2474,2013,2
ART-119,97,2011,2
ART-220C,5501,2017,3
BSN-136,504,2015,1
BSN-190,526,2017,3
CIS-104,5882,2020,5
COU-127,995,2017,1
SPA-199D,4816,2019,6
SPA-203,4820,2015,12
SPE-101,4830,2017,1
SPA-122B,4569,2018,10
SPA-156FF,4698,2014,2
SPA-157G,4707,2019,12
SPA-160FF,4720,2020,1
SPA-170B,4726,2011,4
SPA-187,4744,2014,2
ENG-207,2052,2020,6
FRE-141,2353,2011,2
GEG-135,2400,2012,1
POL-204,4340,2015,3
POR-143,4348,2011,2
SPA-121B,4566,2013,4
CUL-101,1354,2014,6
CUL-163A,1395,2015,2
CUL-163E,1399,2017,1
DAN-119,1543,2012,1
DAN-127C,5135,2013,2
ECE-202,5348,2014,3
ANT-107,49,2012,5
ART-219A,5074,2015,6
ART-223,238,2011,4
BIO-111,275,2020,19
CAO-165A,733,2020,1
CUL-163J,1403,2011,2
SOC-103,4494,2012,7
SPA-154A,5558,2017,2
SPA-160CC,4715,2016,2
SPA-160G,4721,2015,2
THE-111U,4875,2011,1
MUS-124,3291,2012,2
MUS-248A,5285,2016,2
PEF-123A,5232,2020,3
PEH-101,4229,2013,1
PEH-143A,4233,2014,1
SOC-102,4493,2019,17
GEL-103,5279,2017,9
GEL-110,2412,2012,3
GER-142,2455,2018,4
HIS-112,2848,2011,4
MOA-230,3246,2012,2
MOA-237,3255,2019,11
DMA-102,5274,2019,5
ECE-102,5341,2017,4
ECE-102,5341,2019,21
ECE-103,1673,2015,6
ENG-221,2079,2012,3
GEG-113,2384,2017,9
ART-104,83,2012,2
ART-115,5655,2019,22
ART-120,98,2011,4
ART-135B,186,2014,4
ART-201,211,2019,1
ART-244,261,2016,4
WLD-104,5312,2017,8
WLD-125C,5233,2014,2
WLD-140A,5416,2015,8
REL-102,4390,2012,4
SPA-172A,4731,2011,4
SPA-181D,4737,2011,2
SPA-183A,4739,2013,2
SPA-199H,4817,2020,5
SPA-211,4823,2015,10
HIS-111,2847,2020,16
MAT-103B,3144,2014,3
MUS-113,3281,2020,5
PEF-101K,5186,2019,4
PHI-103B,4242,2017,4
PHY-108,4308,2020,12
CUL-163B,1396,2011,2
CUL-163F,1400,2017,1
ENG-108,1878,2012,6
GEG-106,2381,2017,6
GEG-114,2385,2018,18
HIS-111,2847,2013,4
BIO-110,274,2018,17
BSN-115,490,2011,4
CHM-101,831,2013,4
CHM-202,846,2013,3
CIS-120A,872,2020,6
CUL-162D,1393,2013,2
SPA-155,4688,2012,6
SPA-160A,4711,2020,1
PEF-135H,5263,2016,1
PHI-205,4248,2012,4
PSY-211,5302,2012,5
SOC-102,4493,2020,13
SOC-104,4495,2018,17
SOC-111,4500,2015,5
GEG-114,2385,2017,5
GEL-103,5279,2016,7
GSE-101,2551,2017,2
ITA-252,3054,2012,2
MUS-113,3281,2014,6
MUS-126F,3301,2013,1
CUL-163D,1398,2018,5
DAN-114B,1533,2012,1
DAN-117E,5123,2012,1
DAN-126A,5129,2012,1
DAN-142B,5148,2015,2
FIR-101,2184,2016,2
ART-120B,5108,2016,1
ART-223,238,2015,5
ART-242,5774,2020,1
ASL-102,5776,2019,9
CIS-120B,873,2011,1
CUL-172C,1426,2019,6
SPA-188,4745,2011,2
SPA-202,4819,2017,12
THE-106C,4849,2011,5
JPN-103,3058,2015,5
MUS-104D,3266,2013,6
MUS-123,3290,2017,2
PEF-104A,5408,2019,4
SOC-104,4495,2016,2
SPA-160A,4711,2014,2
CUL-172D,1427,2018,6
DAN-116A,1538,2011,2
DAN-127E,5141,2012,1
ENG-208A,5548,2019,8
FIR-172A,5552,2020,1
GER-252,2475,2011,2
ART-115,93,2020,19
BIO-201,323,2019,19
BIO-212,328,2014,3
BSN-100,480,2015,12
BSN-155A,514,2013,1
CIS-100,865,2015,2
SPA-157C,4703,2016,4
SPA-157D,4704,2017,4
SPA-212,4824,2012,12
THE-110,4853,2014,2
MOA-236,3254,2020,9
MUS-104E,3267,2017,4
PEF-126A,5906,2020,3
PHY-106,4306,2013,4
PSY-104,4355,2018,25
SPA-123D,4573,2019,7
CUL-102,1355,2018,9
DMA-102,5274,2013,1
FIR-181A,5808,2019,5
GEG-107,5844,2019,11
HIS-109,2845,2019,17
MAT-201,3233,2018,76
ART-220A,5109,2017,6
ART-233,249,2018,6
BIO-120,278,2014,2
BSN-110A,486,2015,12
BSN-118,492,2014,1
BSN-158,5739,2019,1
WLD-147B,5243,2017,2
SPA-157E,4705,2012,4
SPA-157F,4706,2013,4
SPA-193A,4806,2016,1
SPA-201,4818,2016,7
SPA-220B,5822,2017,7
WLD-126A,5407,2019,1
PSY-106,4357,2019,4
PSY-113,4361,2016,2
REL-107,4395,2012,4
SOC-114,4501,2015,9
SPA-122CA,5800,2018,9
SPA-125A,4577,2012,4
FIR-175B,2290,2013,2
FIR-176,2291,2012,2
GER-253,2476,2013,2
GSE-105,2553,2016,1
JPN-202,3084,2020,6
PHY-208,5894,2020,8
CRJ-101,1286,2011,8
CUL-164A,1408,2019,6
DMA-121,1583,2012,2
EVS-104,5645,2018,22
EVS-105,5646,2019,22
FIR-171A,5549,2020,1
ART-219D,5499,2017,3
BIO-103,272,2012,4
CUL-114,1361,2019,6
CUL-162B,1391,2014,2
ECE-127,1687,2019,4
ENG-214,2062,2015,7
SPA-211,4823,2018,34
THE-104A,4845,2018,8
WLD-112E,5527,2015,2
WLD-140C,5040,2014,2
PHY-107,4307,2012,4
SNL-101,4453,2012,4
SPA-156CC,4693,2020,5
SPA-156G,4699,2019,6
SPA-171A,4728,2012,4
SPA-181A,4736,2014,2
MUS-141B,3420,2017,2
MUS-209,3445,2012,1
PEF-101AA,5173,2016,1
PEF-124B,5244,2016,1
PHI-104,4243,2012,2
PHY-104,4304,2012,4
ENG-219J,2076,2012,1
ENG-221,2079,2019,12
FIR-181C,5812,2020,4
HUM-103,2982,2017,3
MUS-104E,3267,2016,2
MUS-130B,3309,2014,3
ART-116,5656,2015,15
ART-233,249,2020,10
ART-239,258,2012,3
CIS-113,869,2017,2
CRJ-112,1296,2013,9
CUL-114,1361,2014,3
MUS-247,3457,2011,1
PLS-152,4318,2014,2
SPA-123B,4572,2017,3
SPA-154G,4678,2018,6
SPA-156D,4694,2016,2
SPA-170A,4725,2015,4
CUL-162B,1391,2019,5
ECE-103,1673,2011,5
ECE-120,1683,2018,4
FRE-102,2342,2012,6
GEG-134,2399,2014,4
GEL-103,5279,2020,19
ANT-106,48,2019,23
ART-116,94,2013,7
BIO-210,327,2012,3
CAO-152A,716,2014,1
CHM-100,830,2013,3
CIS-120B,873,2012,2
THE-107,4850,2012,2
WLD-127A,5409,2019,1
SPA-154B,5559,2016,2
SPA-154C,4674,2015,2
SPA-156B,4691,2019,1
SPA-160C,4714,2014,2
SPA-160FF,4720,2014,2
SPE-102,4831,2011,8
MUS-101,3259,2015,9
PEF-118C,5207,2018,4
PSY-102,4353,2012,8
PSY-107,4358,2012,4
SNL-203,4490,2011,6
SPA-123A,4571,2013,4
CUL-169C,1421,2018,5
CUL-226,1501,2012,3
ECE-100,5340,2018,9
EVS-110,5952,2019,5
GSE-111,2556,2017,3
JPN-141,3074,2011,2
ANT-106,48,2017,5
ANT-131,53,2012,2
ART-115,93,2016,10
ART-221,236,2015,4
ART-221F,5631,2016,2
ART-241C,5632,2017,1
THE-112C,4878,2011,9
THE-135D,5201,2013,5
WLD-119,5226,2014,2
WLD-147A,5239,2018,6
PET-106,5524,2016,1
POR-142,4347,2013,2
SNL-102,4454,2013,6
SPA-156GH,5806,2017,1
SPA-160B,4713,2015,2
SPA-195D,4813,2013,2
HEA-145,2734,2013,2
HIS-127A,5087,2017,7
MAT-106,3147,2014,6
PEF-100CA,5158,2017,1
PEF-104F,5297,2019,4
PEF-135A,5298,2020,3
BSN-100,480,2017,12
CUL-162D,1393,2011,2
ECE-127,1687,2014,1
ENG-207,2052,2012,3
FRE-101,2341,2012,4
FRE-103,2343,2019,9
ART-244,261,2015,6
CAO-121,706,2015,1
CUL-168A,1416,2019,5
CUL-172F,1429,2014,4
DAN-114B,1533,2011,2
ECE-101,5338,2015,4
THE-101,4841,2015,7
THE-128C,4887,2011,5
WLD-126B,5236,2014,2
WLD-128E,5237,2015,2
PEF-101GA,5181,2020,3
PHI-210,4249,2019,4
PHI-218,4251,2011,2
SPA-157A,4701,2017,4
SPA-160GG,4722,2015,2
SPA-183B,5731,2016,2
GEG-103,2377,2013,4
GEL-108,2410,2013,3
GER-141,2454,2015,1
MUS-102,3260,2017,1
MUS-125B,3294,2014,3
PEF-100C,5384,2018,4
ECE-110,1680,2020,8
ECO-101,5546,2015,11
ENG-201,2048,2017,7
ENG-211,2059,2015,2
FRE-103,2343,2014,6
GEG-101,2373,2019,32
ART-143,199,2013,2
BIO-112,5633,2017,3
CRJ-108,1292,2012,7
CUL-168A,1416,2014,2
CUL-172E,1428,2020,6
CUL-172F,1429,2019,7
PHI-103A,4241,2014,4
PHY-207,4313,2015,4
SPA-157B,4702,2018,12
THE-228B,4932,2011,3
WLD-119,5226,2015,4
JPN-143,3076,2014,2
MOA-236,3254,2014,2
MUS-128B,3305,2017,2
MUS-135,3408,2011,1
PEF-101G,5292,2017,1
PEF-101K,5186,2020,3
DAN-127E,5141,2014,2
ECE-110,1680,2014,3
ECE-126,1686,2019,8
FIR-170B,6160,2020,5
FIR-171C,5551,2016,2
FRE-141,2353,2019,1
ART-102,81,2019,18
ART-118,96,2013,11
ART-141,197,2015,9
ASL-103,5777,2018,16
BSN-110C,5542,2014,3
BSN-136,504,2013,1
SPA-220B,5822,2020,18
THE-112B,4877,2013,9
THE-208,4929,2014,2
WLD-100,4943,2013,6
WLD-117A,4958,2012,6
PHI-103B,4242,2012,4
RUS-142,4447,2011,2
SOC-107,4498,2020,20
SPA-154N,4684,2012,2
SPA-183A,4739,2011,2
SPA-193B,4807,2015,5
MUS-126A,3296,2015,1
MUS-133A,3400,2014,3
MUS-134B,3406,2015,4
PEF-118A,5431,2020,3
PEF-140C,5434,2019,4
PEF-140D,5262,2016,1
ENG-205,2050,2014,5
ENG-206,2051,2015,5
FIR-172E,5819,2018,5
HEA-144A,2732,2015,2
HIS-110,2846,2020,18
MUS-104C,3265,2014,8
CAO-123,5078,2017,1
CAO-154,722,2013,1
COM-130,5337,2018,8
CRJ-103,1288,2012,5
CUL-125,1364,2016,2
CUL-172G,1430,2013,4
BSN-105,485,2015,5
BSN-115,5738,2017,4
CHN-141,859,2015,1
CIS-100,865,2019,6
CIS-102,867,2016,1
CIS-135A,5081,2012,2
SPA-156C,4692,2014,2
SPA-156CC,4693,2015,2
WLD-140A,5416,2018,24
FIR-173A,2287,2013,2
MAT-203,3235,2013,5
MOA-235,3253,2014,4
MUS-118A,3285,2014,2
PEF-123A,5232,2017,1
SPA-110,4563,2020,19
CUL-163G,1401,2011,2
CUL-164A,1408,2012,3
ENG-219K,2077,2013,1
ETH-203C,2172,2019,18
FIR-171C,5551,2020,1
FIR-172C,2286,2012,2
ART-135B,186,2018,11
ART-247,263,2012,5
BSN-115,5738,2019,10
BSN-117,491,2013,1
CUL-163D,1398,2011,2
CUL-172B,1425,2017,3
PEF-101F,5393,2019,4
SPA-105,4562,2011,6
SPA-156FF,4698,2018,6
SPA-199D,4816,2015,2
THE-114,4879,2015,2
WLD-104,4945,2011,6
HIS-104,2840,2013,4
HIS-111,2847,2011,4
JPN-102,3057,2019,9
MAT-103A,3143,2018,13
MOA-228,3244,2014,2
MUS-112,3278,2017,2
DAN-117A,5117,2014,2
ECE-100,1670,2016,1
ECE-204,1832,2019,4
ENG-205,2050,2018,20
FIR-181D,5814,2018,5
GEL-101,2403,2012,3
ART-115,93,2017,12
ART-117,95,2020,1
CHM-102,832,2019,22
ECE-204,1832,2014,1
EVS-101,2173,2012,1
FIR-170C,5827,2017,2
SPA-154E,4676,2017,2
SPA-156EE,4696,2013,2
WLD-118A,4960,2011,6
WLD-120A,5220,2016,8
MUS-103,3261,2013,9
MUS-147,3427,2011,1
MUS-248B,5286,2015,3
PEF-101FA,5179,2016,1
PEF-104G,5191,2019,4
PSY-202,4377,2018,13
GER-102,2447,2017,1
GER-103,2448,2012,6
GER-142,2455,2011,2
HSP-100,6028,2019,4
ITA-141,3042,2014,2
JPN-102,3057,2014,6
ANT-110,51,2015,3
ART-117,95,2015,4
ART-214,5657,2020,12
ART-216,5659,2015,6
ART-221D,5629,2016,2
ART-240B,5940,2019,5
WLD-117A,5319,2014,6
SPA-180A,4734,2015,5
SPA-182,4738,2018,6
SPA-203,4820,2016,7
THE-115,4880,2011,2
WLD-104,5312,2014,6
WLD-112C,4954,2012,6
PHI-103B,4242,2018,8
PHS-111,4281,2011,3
PSY-103,4354,2013,8
SPA-110,4563,2011,8
SPA-124A,4575,2013,4
SPA-156F,4697,2018,6
ENG-221,2079,2015,3
ETH-100,2156,2012,2
FRE-253,2371,2011,2
MUS-127B,3303,2011,1
PEF-100GA,5166,2016,1
PEF-104G,5191,2017,1
ECE-103,1673,2012,6
ECE-124,5083,2015,3
ECE-127,1687,2011,2
ECO-101,5546,2019,35
ENG-208A,5548,2017,2
ENG-216,2064,2015,7
ASL-101,5775,2018,12
BSN-251,557,2011,1
CIS-120C,874,2013,1
COM-122,957,2013,2
DAN-126C,5131,2013,2
ECE-101,5338,2019,13
ANT-103,43,2017,7
ART-241B,5637,2015,1
COU-126,994,2020,5
COU-128,5856,2020,5
DAN-141A,5143,2015,2
ECE-125,1685,2015,1
SPA-142,4667,2020,10
SPA-154F,4677,2011,2
SPA-195A,4812,2012,2
SPE-101,4830,2020,3
WLD-112D,5526,2018,6
PEF-100BA,5153,2019,4
PEF-104C,5295,2016,1
PHI-205,4248,2014,4
PSY-210,4378,2015,8
SNL-202,4489,2011,6
SPA-121A,4565,2013,4
FIR-172A,5552,2016,2
FIR-181A,5808,2017,2
GEG-107,2382,2018,11
JPN-101,3056,2014,4
MUS-112,3278,2019,5
MUS-126C,3298,2012,1
ENG-209,2057,2012,1
ENG-216,2064,2020,15
ENG-217,2065,2011,5
ENG-219B,2069,2012,1
EVS-103,5644,2016,6
FIR-101,2184,2013,3
ART-221,5537,2016,1
BSN-190,526,2015,3
CUL-106,1358,2017,4
CUL-172E,1428,2015,3
ECE-125,1685,2020,4
ECE-202,1830,2017,1
WLD-104,5312,2015,8
MUS-133B,3401,2017,2
MUS-133C,3402,2016,2
MUS-248L,3461,2014,1
PHS-116,4287,2014,1
PSY-102,5342,2019,21
REL-107,4395,2014,4
ECE-202,5610,2018,9
ETH-202B,2168,2011,5
FIR-170C,2280,2014,1
FIR-174A,5556,2019,1
HIS-127A,5087,2013,6
MOA-238,3256,2016,2
ART-103,5268,2015,23
ART-122,5269,2019,13
ART-224,239,2013,5
ART-249,265,2015,2
BSN-102,5112,2016,2
BSN-110A,5540,2013,12
SPA-160C,4714,2020,1
THE-108A,5169,2017,2
THE-108B,5170,2015,2
PET-102,4237,2012,1
PSY-106,4357,2016,1
REL-103,4391,2012,4
SOC-107,4498,2019,26
SPA-156DA,5804,2020,4
SPA-160A,4711,2017,2
COU-109,984,2014,2
CRJ-104,1289,2011,6
CUL-169A,1419,2017,1
GEL-102,5278,2012,5
HIS-112,2848,2020,16
PEF-123B,5234,2016,1
ART-106,85,2017,4
ART-135C,187,2012,1
ART-219B,5075,2017,3
BSN-110C,488,2011,7
CUL-163B,1396,2013,2
CUL-163C,1397,2012,2
SPA-187,4744,2012,2
THE-111H,4862,2011,1
HIS-127A,5087,2020,20
MAT-103B,3144,2012,3
PHY-105,4305,2011,4
SPA-103,4561,2011,12
SPA-156A,4689,2018,1
SPA-182,4738,2012,2
DAN-107A,5377,2013,2
ECO-102,1837,2013,11
ENG-108,1878,2014,6
ENG-200,2047,2017,7
GEL-101,2403,2019,18
HIS-110,2846,2017,6
ART-101,80,2020,14
ART-145B,201,2011,2
BSN-110A,486,2012,12
BSN-125,498,2012,5
BSN-158,5739,2016,1
CAO-164B,732,2013,1
SPA-160E,4717,2012,2
SPA-185A,4741,2011,2
SPA-186A,4742,2016,2
WLD-125A,5406,2015,2
WLD-146C,5426,2016,2
SPA-122E,5730,2020,5
SPA-157E,4705,2015,4
SPA-157G,4707,2011,4
SPA-157H,4708,2016,4
SPA-157J,4709,2017,4
SPA-160D,4716,2013,2
CAO-165A,733,2012,1
CHM-202,846,2011,3
ENG-211,2059,2011,1
HUM-105,2984,2012,4
REL-105,4393,2013,4
SOC-106,4497,2017,4
ART-212,227,2020,12
ART-224,239,2011,5
BIO-103,272,2015,4
BIO-113,5634,2019,11
CHM-102,832,2016,5
COM-122,957,2018,4
SPA-124,4574,2013,4
SPA-156B,4691,2011,2
SPA-199A,4815,2014,2
THE-136D,5494,2015,3
WLD-140C,5040,2017,2
WLD-147B,5243,2018,6
PEF-100CA,5158,2019,4
PEF-104F,5297,2017,1
PEF-123A,5232,2019,4
PHY-104,4304,2015,4
PHY-107,4307,2015,4
PHY-208,4314,2011,4
COU-125,993,2019,6
CRJ-104,5545,2014,9
CRJ-105,1290,2019,15
CUL-171,1423,2014,2
ECE-110,1680,2012,3
MUS-123,3290,2012,2
ART-113,5529,2017,12
ART-216,5659,2019,7
BIO-101,270,2016,4
BIO-205,326,2020,10
CAO-120,5077,2018,6
CAO-152C,718,2013,1
SPA-199H,4817,2013,2
SPE-104,4833,2011,4
WLD-100,5310,2019,8
WLD-120A,5220,2019,2
WLD-140A,5038,2013,6
MAT-103A,3143,2014,3
MUS-104E,3267,2013,6
PSY-102,4353,2011,4
PSY-210,5335,2017,6
SPA-154J,4680,2013,2
SPA-170C,4727,2020,6
FIR-170A,5733,2015,2
FRE-143,2355,2018,4
GSE-126,2559,2017,1
HEA-145,5557,2015,2
HIS-127B,5088,2012,5
ITA-142,3043,2012,2
CIS-113,869,2014,2
COU-124,992,2015,4
CUL-166,1413,2015,2
DAN-142B,5148,2013,2
ENG-113,1882,2017,5
ENG-113,1882,2018,20
ART-119A,5105,2019,18
ART-120B,5108,2018,1
ART-146,202,2016,4
BIO-210,327,2015,3
CAO-164A,731,2013,1
CRJ-104,5545,2016,1
SPA-160EE,4718,2014,2
SPA-160FF,4720,2017,2
MAT-204,3236,2015,5
PEF-101HA,5183,2016,1
PEF-124A,5242,2018,4
PEH-102,5495,2015,1
PHI-210,4249,2012,4
SNL-201,4488,2012,6
ECE-202,1830,2015,3
ETH-202A,2167,2011,5
ETH-203A,2170,2020,14
GEG-102,2374,2017,4
GSE-101,2551,2015,4
