CRS_NAME,COURSES_ID,TERM_REPORTING_YEAR,C4AP
JPN-203,3085,2013,6
MOA-240,5877,2018,11
MUS-112,5868,2019,5
PHY-106,4306,2014,4
SNL-120A,4460,2012,2
ECE-101,5338,2013,4
ENG-102,1872,2019,16
ENG-205,2050,2020,9
GEG-134,2399,2011,2
GEG-134,2399,2017,9
ITA-101,3033,2011,4
CUL-103,1356,2011,5
CUL-128,1366,2011,1
CUL-163H,1402,2014,4
CUL-166,1413,2016,1
DAN-108,1520,2011,2
DMA-102,5274,2014,1
ART-112,90,2012,10
ART-112,5533,2015,13
ART-119A,5105,2013,4
ART-147,5832,2017,3
ART-223,238,2013,4
ART-241A,5636,2016,1
SPA-212,4824,2014,12
THE-104A,4845,2015,6
THE-111C,4857,2012,1
WLD-133,5033,2014,6
SNL-202,4489,2017,1
SPA-154F,5560,2020,5
SPA-154P,5303,2017,2
SPA-160A,4711,2012,2
SPA-160B,4713,2016,2
SPA-160GG,4722,2017,2
ECO-101,5546,2017,11
ETH-202A,2167,2019,18
JPN-143,3076,2012,2
PEF-101A,5290,2020,3
PEF-101CA,5177,2019,4
REL-107,4395,2020,6
CUL-162D,1393,2015,2
CUL-163A,1395,2012,2
CUL-163A,1395,2019,5
CUL-163E,1399,2014,2
CUL-163H,1402,2019,7
CUL-163J,1403,2013,2
BIO-101,270,2019,23
BIO-203,324,2014,6
BSN-118,492,2011,1
CHN-141,859,2019,1
CUL-104,1357,2016,5
CUL-120,1362,2015,4
ART-111,5532,2019,52
ART-201,211,2016,3
ART-219B,5075,2013,7
BSN-100,480,2013,12
BSN-110B,5541,2020,21
BSN-135,503,2016,1
SPA-188,4745,2013,2
WLD-112E,5527,2016,2
WLD-126A,5563,2014,2
WLD-146E,5428,2015,2
POL-204,4340,2017,3
PSY-107,4358,2011,2
SPA-123B,4572,2011,4
SPA-141,4666,2013,6
SPA-154A,5558,2014,2
SPA-156CD,5802,2019,5
HIS-101,2837,2011,6
HIS-110,2846,2019,23
ITA-102,3034,2011,6
MAT-103B,3144,2019,13
MOA-229,3245,2012,2
PEF-104D,5411,2018,4
COU-127,995,2020,5
CUL-103,1356,2019,4
CUL-114,1361,2013,3
CUL-163D,1398,2016,1
FIR-176,2291,2014,2
HEA-149,2740,2020,9
CIS-100,865,2016,1
CUL-162C,1392,2016,2
CUL-163K,1404,2015,4
DAN-127D,5136,2015,2
ECE-102,1672,2018,22
ETH-203A,2170,2018,18
WLD-125A,5406,2020,1
PHY-207,4313,2020,12
PSY-102,5342,2017,6
PSY-113,4361,2019,9
SPA-121D,4567,2011,4
SPA-170A,5306,2017,4
THE-228D,4934,2011,3
HIS-104,2840,2020,12
HIS-113,2849,2019,17
MUS-134A,3405,2011,2
PEF-104B,5410,2019,4
PEH-100,4228,2013,2
PHI-103B,4242,2014,4
ART-119A,5105,2017,5
ART-213,5536,2016,3
ART-215,5658,2020,6
ART-234,250,2016,4
ART-244,261,2020,7
CAO-152A,716,2011,1
SPA-156F,4697,2020,5
MUS-120A,5507,2019,4
PEF-135A,5298,2018,4
PHI-103A,4241,2013,4
PHS-111,4281,2015,3
POR-143,4348,2013,2
PSY-102,5342,2013,8
FIR-170B,2279,2013,1
FRE-141,2353,2018,4
GSE-106,2554,2018,1
HIS-109,2845,2014,4
MOA-240,5877,2020,9
MUS-104F,3268,2012,4
CIS-112,868,2014,2
COM-122,957,2019,4
CRJ-104,5545,2015,9
CUL-164D,1411,2016,1
CUL-172A,1424,2018,7
ECE-100,5340,2019,8
ANT-102,42,2018,30
ART-221F,5631,2015,4
BIO-113,5634,2018,11
BIO-121,279,2017,1
CIS-135A,5081,2016,8
CRJ-105,1290,2013,10
THE-134C,5189,2014,3
WLD-118D,4963,2012,2
WLD-120B,5221,2019,1
MAT-105,3146,2015,6
PHY-104,4304,2014,4
SPA-181A,4736,2016,2
SPE-102,4831,2013,8
THE-112C,4878,2015,9
THE-127,4884,2013,1
CUL-163G,1401,2015,2
DAN-105A,1514,2012,1
ECE-110,5347,2015,3
GEG-101,2373,2014,5
GEG-102,2374,2015,5
GEL-103,2405,2014,5
ANT-105,47,2013,1
ART-233,5662,2019,11
CIS-120A,872,2016,1
DAN-115B,1537,2012,1
EVS-133,2178,2018,17
FIR-102,2185,2018,6
SPA-160FF,4720,2012,2
SPA-160G,4721,2013,2
SPA-170B,4726,2019,8
SPA-180A,4734,2020,1
REL-104,4392,2012,5
REL-104,4392,2018,12
SNL-201,4488,2013,6
SPA-141,4666,2019,13
SPA-154P,5303,2018,6
SPA-154Q,5304,2019,6
MAT-203,3235,2018,25
MOA-240,3258,2013,4
MOA-240,3258,2019,11
MUS-104F,3268,2019,13
MUS-118A,3285,2013,2
PEF-116B,5421,2019,4
FIR-103,2186,2016,2
FIR-104,2187,2011,2
FRE-141,2353,2013,2
GEL-108,2410,2017,3
GSE-107,5673,2016,2
HUM-105,2984,2018,16
ART-102,81,2014,12
ART-113,5529,2018,24
ART-220A,5109,2014,7
CRJ-107,1291,2013,2
CUL-103,1356,2015,6
CUL-171,1423,2020,5
SPA-124A,4575,2017,3
SPA-154G,4678,2017,2
SPA-193A,4806,2014,6
SPA-201,4818,2014,13
WLD-125A,5562,2018,6
WLD-147B,5243,2014,2
MUS-111,3275,2016,2
MUS-248B,5286,2020,5
PEF-135M,5260,2020,3
PEF-140A,5299,2017,1
POR-142,4347,2011,2
SPA-122D,4570,2014,4
CUL-202,1495,2013,2
ECE-110,1680,2018,9
ENG-215,2063,2014,7
HEA-149,2740,2014,4
HIS-110,2846,2016,3
HIS-127C,5089,2018,26
ART-107,86,2015,11
ART-221,5537,2017,1
CRJ-101,1286,2013,11
CRJ-107,1291,2011,2
CUL-162A,1390,2011,2
CUL-164B,1409,2015,1
WLD-100,5310,2014,6
WLD-120B,5221,2013,2
WLD-125A,5562,2017,2
WLD-127A,5409,2016,2
SPA-155,4688,2013,6
SPA-160GG,4722,2020,1
THE-101,4841,2013,7
THE-108B,5170,2014,2
THE-109,5309,2012,3
THE-112C,4878,2013,9
HEA-141,2728,2011,5
JPN-202,3084,2012,6
PEF-121C,5218,2015,1
PHI-205,4248,2013,4
SOC-103,4494,2016,4
SPA-142,4667,2018,16
DAN-142A,5147,2012,1
ECE-100,1670,2018,9
ENG-207,2052,2015,2
FIR-101,2184,2017,2
FRE-101,2341,2014,4
GEG-101,2373,2013,4
ART-115,93,2014,7
ART-117,95,2011,7
ART-135C,187,2013,2
ART-142,198,2014,6
ART-215,5658,2017,3
ART-221A,5626,2015,5
SPA-154F,4677,2012,2
SPA-160AA,4712,2017,2
THE-105,4846,2012,6
WLD-125B,5231,2015,2
WLD-125C,5233,2019,1
WLD-147A,5239,2016,2
HIS-127B,5088,2017,7
ITA-251,3053,2012,2
MOA-236,3254,2012,2
PEF-100C,5384,2017,1
REL-102,4390,2019,4
SPA-142,4667,2019,13
FIR-174A,2288,2012,2
FIR-182A,5810,2018,5
FRE-102,2342,2019,9
GEL-108,2410,2018,10
HIS-109,2845,2018,17
HIS-112,2848,2019,21
BSN-120,493,2013,2
CAO-165A,733,2019,1
CRJ-103,1288,2014,5
DAN-116B,1539,2011,2
ENG-217,2065,2019,20
FIR-172B,5553,2020,1
ANT-131,53,2015,1
ART-119B,5106,2020,1
ART-122,99,2013,3
ART-128,100,2015,1
ART-215,230,2020,6
BIO-141A,319,2019,6
WLD-128B,4975,2012,6
SPA-155,5305,2014,6
SPA-157C,4703,2017,4
SPA-170A,4725,2017,4
SPA-193B,4807,2020,1
SPA-199A,4815,2020,5
WLD-118B,4961,2011,2
MUS-119A,5160,2014,4
MUS-126C,3298,2011,1
MUS-248A,5285,2015,3
PSY-113,4361,2011,2
PSY-211,5302,2016,2
SPA-154F,5560,2015,2
CUL-202,1495,2015,2
EVS-105,5646,2018,22
FIR-106,2189,2018,6
FRE-102,2342,2014,6
GEL-102,5278,2014,6
MOA-133,3242,2014,2
BSN-102,5737,2018,32
CRJ-104,1289,2019,10
CRJ-108,1292,2014,7
CUL-104,1357,2013,6
CUL-164A,1408,2018,6
CUL-171,1423,2018,5
ANT-105,47,2011,1
ANT-108,50,2014,6
ART-210,225,2013,6
ART-219C,5497,2015,6
BIO-111,275,2019,19
BSN-101B,482,2012,3
SPA-201,4818,2015,12
WLD-101,5311,2015,8
WLD-128C,5322,2018,1
PSY-202,4377,2011,4
PSY-211,4379,2012,5
SOC-114,4501,2020,20
SPA-154F,5560,2019,6
SPA-160E,4717,2018,6
SPA-189,4746,2012,2
GEG-114,2385,2013,2
GEL-107,2409,2017,2
MOA-235,3253,2012,4
PEF-135A,5298,2016,1
POL-206,4341,2019,14
PSY-108,4359,2018,8
ECE-109,1679,2015,1
ECO-102,1837,2012,11
ENG-215,2063,2018,28
ETH-100,2156,2011,2
FIR-167,5276,2017,2
FRE-143,2355,2019,1
BSN-155B,515,2011,1
CUL-125,1364,2018,2
CUL-165,1412,2016,1
DAN-102D,1508,2011,1
DAN-115A,1536,2012,1
DAN-119,1543,2011,2
ART-103,82,2015,23
ART-201,211,2018,1
BIO-102,271,2018,18
BIO-110,274,2017,6
BIO-121,279,2018,5
CHN-141,859,2017,1
PHY-107,5891,2018,18
SPA-121B,4566,2012,4
SPA-122A,4568,2011,4
SPA-122A,4568,2018,10
SPA-156D,4694,2018,6
SPA-186A,4742,2018,6
DAN-116B,5380,2014,2
FIR-172C,5554,2016,2
HUM-103,2982,2019,8
JPN-141,3074,2012,2
MAT-118,3154,2011,3
PEF-101H,5394,2019,4
ANT-102,42,2014,9
ANT-104,44,2012,3
ART-201A,5770,2020,8
ART-233,249,2016,3
BSN-135,503,2019,12
BSN-152A,510,2016,4
THE-118,4881,2012,2
THE-135B,5197,2015,3
WLD-101,5311,2014,6
WLD-107B,5315,2017,8
SPA-160E,4717,2019,2
SPA-160F,4719,2019,2
SPA-183B,5731,2020,5
SPA-184A,4740,2011,2
SPE-104,4833,2017,2
THE-115,4880,2013,2
PEF-104B,5410,2020,3
PET-104,5523,2015,1
PHY-207,4313,2012,4
PSY-102,4353,2014,8
PSY-103,4354,2015,8
REL-105,4393,2017,4
GEG-134,2399,2013,2
GER-101,2446,2013,4
JPN-102,3057,2012,6
MUS-113,5869,2018,5
MUS-141C,3421,2020,5
PEF-101BA,5175,2019,4
EVS-103,5644,2015,7
EVS-133,2178,2016,5
FIR-102,2185,2017,2
FIR-105,2188,2014,3
FRE-103,2343,2017,5
GEG-101,2373,2017,11
CRJ-104,1289,2015,9
CUL-169A,1419,2020,5
DAN-117C,5120,2013,2
ENG-206,2051,2018,20
ETH-202A,2167,2020,14
ETH-203C,2172,2013,5
ANT-101,41,2019,24
ART-103,82,2011,11
ART-105,84,2012,2
BSN-110B,5541,2018,23
CUL-163A,1395,2014,2
DAN-103A,1509,2012,1
THE-105A,5164,2017,2
THE-105D,5167,2017,2
WLD-104,5312,2016,8
WLD-112C,4954,2017,8
WLD-112C,4954,2020,2
WLD-126C,4973,2012,2
SNL-120B,4461,2014,2
SOC-103,4494,2017,6
SPA-124A,4575,2011,4
SPA-154R,4687,2011,2
SPA-156DB,5805,2019,5
SPA-210,4822,2015,10
MUS-126D,3299,2014,1
PEF-101C,5291,2020,3
PEF-104B,5410,2017,1
PEF-135G,5261,2017,1
PET-101,4236,2011,1
PHI-210,4249,2020,3
JPN-103,3058,2020,6
JPN-142,3075,2015,1
MAT-103B,3144,2020,7
MAT-107,3148,2017,7
MUS-104D,3266,2018,4
MUS-112,3278,2014,6
DAN-118B,1542,2011,2
FIR-171C,5551,2019,1
FIR-181E,5815,2019,5
GEG-105,2380,2016,4
HEA-144A,2732,2012,2
ITA-103,3035,2015,5
ART-147,203,2013,5
ART-242,260,2012,3
BSN-101A,5539,2017,9
BSN-104,484,2016,4
BSN-152B,511,2012,1
BSN-158C,518,2014,1
SPA-199D,4816,2020,5
SPA-211,4823,2016,7
SPE-104,4833,2015,4
WLD-107B,5315,2020,2
WLD-120D,5723,2018,6
SNL-101,4453,2015,3
SOC-102,4493,2018,17
SPA-121D,4567,2020,5
SPA-156F,4697,2015,2
SPA-156GG,4700,2019,6
SPA-160B,4713,2020,1
HUM-102,2981,2014,3
JPN-101,3056,2012,4
PEF-101CA,5177,2020,3
PEF-101J,5395,2019,4
PEF-104G,5191,2016,1
PEF-116A,5419,2019,4
DAN-122,1548,2011,2
ENG-101,1871,2011,1
GEG-101,2373,2016,9
GEG-114,2385,2019,18
GEL-101,2403,2020,7
GER-142,2455,2012,2
BSN-210,555,2016,1
BSN-215,556,2017,1
CIS-120B,873,2014,2
CIS-120C,874,2015,1
CUL-106,1358,2018,8
DAN-120A,1545,2011,2
ART-219C,5497,2019,7
ART-220B,5110,2017,3
ART-221,5537,2014,7
ART-233,249,2013,4
BSN-122,497,2015,1
BSN-215,556,2019,4
SPA-160AA,4712,2020,1
THE-214,5091,2012,2
THE-228A,4931,2011,3
WLD-120C,5222,2015,2
WLD-125A,4971,2013,2
WLD-141A,5528,2015,4
PEF-140A,5299,2019,4
PHY-108,4308,2019,18
PSY-109,5864,2019,13
PSY-210,5335,2012,10
SPA-122EA,5801,2018,9
SPA-157G,4707,2013,4
FIR-170C,2280,2012,1
FIR-172B,5553,2014,2
GEG-134,2399,2019,35
GEL-114,5712,2016,5
PEF-104A,5408,2018,4
PEF-125C,5253,2020,3
CAO-120,5077,2013,3
CUL-114,1361,2011,2
CUL-163F,1400,2016,1
CUL-172C,1426,2018,6
ENG-208A,5548,2018,8
FIR-167,2277,2013,3
ANT-104,44,2014,4
ART-118,5535,2014,12
ART-120A,5107,2014,4
ART-135A,5270,2017,5
ART-248,264,2014,5
BIO-201,323,2018,19
SPA-160GG,4722,2014,2
THE-128B,4886,2011,5
WLD-112D,5526,2016,2
WLD-117B,5320,2014,2
WLD-146E,5428,2017,2
RUS-141,4446,2014,2
SNL-201,4488,2011,6
SPA-154A,5558,2016,2
SPA-156DB,5805,2017,2
SPA-157B,4702,2017,4
SPA-160A,4711,2015,2
FIR-175A,2289,2013,2
MAT-201,3233,2016,12
MAT-202,3234,2017,6
PEF-101K,5186,2017,1
PHI-103A,4241,2015,4
PHS-111,4281,2013,3
CHM-117,839,2015,3
CHM-202,846,2012,3
CUL-162D,1393,2012,2
DMA-102,5274,2018,5
ECO-101,5546,2014,11
ENG-212,2060,2013,5
BSN-110A,486,2014,12
BSN-120,493,2016,1
BSN-125,498,2014,6
CAO-122,707,2017,1
CUL-171,1423,2011,2
DAN-116G,5116,2013,2
THE-111M,4867,2012,1
THE-130,4890,2014,2
WLD-102,5525,2015,2
WLD-128C,5322,2015,2
PSY-104,4355,2019,25
SOC-114,4501,2014,9
SPA-123A,4571,2016,2
SPA-156EE,4696,2015,2
SPA-157G,4707,2018,12
THE-106A,4847,2012,5
FIR-167,2277,2011,2
FIR-171B,5550,2020,1
HIS-127B,5088,2013,6
JPN-203,3085,2020,6
MOA-229,3245,2015,2
PEF-140C,5434,2017,1
ECE-126,1686,2016,1
ECE-203,1831,2018,4
ENG-202,2049,2019,20
ENG-219L,2078,2013,1
EVS-102,5643,2019,22
FIR-105,2188,2019,6
ANT-106,48,2016,1
ART-141,197,2014,9
ART-234,250,2018,7
BIO-103,272,2011,4
CAO-123,5078,2019,1
CAO-157A,726,2013,3
SNL-120A,4460,2014,2
SNL-203,4490,2014,6
THE-105D,5167,2019,5
GSE-105,2553,2017,1
HEA-140C,5793,2017,4
JPN-103,3058,2011,6
PEF-116B,5421,2017,1
PEF-118B,5432,2020,3
PHY-106,4306,2020,12
CIS-115,871,2014,2
CUL-163D,1398,2020,5
DAN-117D,5121,2012,1
EVS-101,2173,2020,9
FIR-181A,5808,2018,5
GER-251,2474,2012,2
ART-103,5268,2016,9
ART-118,96,2011,7
ART-220A,5109,2016,4
BIO-205,326,2014,6
CIS-112,868,2017,2
COU-122,990,2018,5
SPA-154P,4685,2011,2
SPA-199D,4816,2018,6
SPE-104,4833,2019,11
WLD-116,4957,2014,6
MUS-111,3275,2020,9
MUS-118A,3285,2011,1
PEF-123B,5234,2020,3
PSY-106,4357,2018,4
REL-103,4391,2015,4
SPA-143,4668,2014,6
FIR-181C,5812,2017,2
GEG-115,2386,2012,3
GEL-102,5278,2018,36
GEL-107,2409,2019,5
HIS-105,2841,2011,2
HIS-109,2845,2017,4
ECO-102,1837,2011,10
ENG-108,1878,2018,24
ENG-205,2050,2011,5
ENG-208A,5548,2020,6
ETH-202C,2169,2016,2
FIR-171C,2283,2012,2
COU-127,995,2012,2
CUL-162A,1390,2020,5
CUL-164C,1410,2018,1
CUL-164D,1411,2019,1
DAN-125C,5126,2015,2
DAN-127D,5136,2013,2
ANT-101,41,2011,5
ART-221B,5627,2019,14
ART-241B,5637,2016,1
ASL-203,5784,2017,4
BIO-201,323,2012,3
CIS-135B,5082,2016,1
SPA-156AA,4690,2012,2
SPA-156B,4691,2013,2
THE-112C,4878,2017,4
WKX-102,4940,2011,2
WLD-119A,5875,2019,1
WLD-146A,5422,2018,24
MOA-237,3255,2020,9
MOA-240,3258,2011,4
PEF-100BA,5153,2016,1
PHS-111,4281,2019,13
PHY-105,4305,2013,4
PHY-106,4306,2012,4
DAN-124A,1550,2011,2
DMA-103,5275,2013,1
DMA-111,1581,2018,5
ECE-124,5083,2017,1
GEG-107,5844,2018,11
MAT-105,3146,2019,21
ART-120A,5107,2019,7
ART-142,198,2013,5
ART-242,260,2011,2
ART-242,5774,2019,1
ART-247,263,2015,6
ART-248,264,2019,8
SPA-186A,4742,2020,5
WLD-128C,4976,2011,2
MUS-134D,3407,2013,2
PHS-116,4287,2012,3
PHY-104,4304,2016,4
REL-107,4395,2018,16
SPA-125A,4577,2017,1
SPA-160FF,4720,2015,2
FRE-142,2354,2011,2
GEG-102,2374,2019,18
GEL-108,2410,2014,3
GSE-103,2552,2017,2
HUM-103,2982,2018,12
MOA-228,3244,2011,2
DMA-121,1583,2013,6
ECE-121,1684,2013,1
ENG-200,2047,2014,7
ENG-211,2059,2019,8
FIR-106,2189,2012,2
FIR-170C,5827,2020,5
BSN-210,555,2013,2
CIS-101,866,2018,6
COM-122,957,2011,2
COU-121,989,2020,5
CRJ-103,1288,2020,9
CUL-169A,1419,2015,2
ART-135B,186,2015,4
BIO-111,275,2013,3
CHM-100,830,2020,20
DAN-110A,1524,2012,1
ECE-102,1672,2015,6
ECE-103,1673,2014,6
SPA-160F,4719,2018,6
SPA-172B,4732,2011,4
SPA-210,4822,2018,34
WLD-146A,5044,2011,6
PHY-208,5681,2019,18
PSY-210,4378,2013,8
REL-102,4390,2018,8
SOC-104,4495,2017,4
SPA-160C,4714,2016,2
SPA-160CC,4715,2011,2
MAT-102,3141,2014,3
MAT-103B,3144,2015,3
MAT-202,3234,2016,4
MUS-130C,3310,2011,1
MUS-246,3456,2011,2
PEF-124C,5245,2015,1
ENG-215,2063,2017,7
FIR-153,2259,2014,3
FIR-167,5276,2020,5
FIR-172A,5552,2014,2
FIR-173A,5555,2015,2
GSE-101,2551,2016,2
ANT-101,41,2015,6
ART-114,92,2011,7
ART-135A,5270,2013,7
ART-213,228,2012,7
ART-233,5662,2020,10
BSN-152A,510,2014,4
MUS-128B,3305,2016,2
PEF-100C,5384,2019,4
SPA-154M,4683,2014,2
SPA-157H,4708,2011,4
THE-105D,5167,2015,4
FIR-171B,5550,2016,2
FIR-173A,2287,2012,2
FRE-142,2354,2019,1
GSE-110,2555,2017,3
MOA-235,3253,2019,11
MUS-101,3259,2019,12
COU-121,989,2019,6
CUL-164B,1409,2012,1
CUL-172B,1425,2013,4
CUL-172F,1429,2015,4
ECE-126,1686,2014,3
FIR-170B,5734,2016,2
ART-218,233,2012,3
ART-247,263,2016,4
BIO-110,274,2015,6
BIO-115,276,2020,7
BSN-135,503,2012,3
CUL-163M,1406,2013,2
SPA-220A,5821,2018,26
WLD-146A,5422,2015,8
MUS-133B,3401,2016,2
PSY-102,5342,2015,8
SPA-156B,4691,2018,1
SPA-157A,4701,2016,4
SPA-160H,4723,2015,2
SPA-180B,4735,2012,6
FIR-170B,5826,2020,5
FRE-253,2371,2015,1
GEL-114,5712,2019,22
MOA-236,3254,2015,2
MUS-101,3259,2014,9
MUS-102,3260,2011,9
CUL-172E,1428,2014,3
DMA-103,5275,2019,5
ECO-102,5547,2015,11
ENG-206,2051,2014,5
ENG-211,2059,2014,2
EVS-103,5920,2020,5
ART-210B,5625,2018,5
ART-228,243,2012,4
ART-228A,5111,2017,14
BIO-149,322,2014,4
CUL-169A,1419,2016,1
CUL-172D,1427,2020,6
WLD-141A,5528,2014,2
WLD-147B,5243,2016,2
SPA-157H,4708,2019,12
SPA-170A,4725,2014,4
SPE-102,4831,2017,6
THE-106C,4849,2012,4
WLD-117A,5985,2020,2
WLD-126C,4973,2018,6
GER-102,2447,2014,6
JPN-103,3058,2018,20
JPN-202,3084,2019,9
MAT-103B,3144,2013,3
PHI-101,4239,2018,20
PHY-207,4313,2014,4
CUL-172E,1428,2019,6
ECE-120,1683,2014,1
ENG-212,2060,2019,20
ENG-219K,2077,2012,1
ETH-203C,2172,2018,18
FIR-175B,2290,2012,2
ANT-106,48,2018,21
ANT-108,50,2017,6
ART-219A,5074,2017,3
ART-239A,5113,2013,3
BSN-120,493,2018,10
CAO-120,5077,2017,1
WLD-143A,5042,2011,2
THE-105A,5164,2013,7
THE-105B,5165,2014,2
THE-105E,5168,2013,5
THE-106A,4847,2017,2
THE-128A,4885,2012,4
WLD-125A,5562,2015,2
PHY-207,5893,2020,12
SOC-106,4497,2014,11
SPA-103,4561,2020,24
SPA-186A,4742,2017,2
SPA-189,4746,2015,2
SPA-201,4818,2012,12
MUS-116A,5955,2020,5
MUS-116E,5959,2019,5
MUS-118A,3285,2015,2
MUS-125A,3293,2016,2
PEF-101A,5290,2019,4
PHI-101,4239,2011,6
GEG-103,2377,2012,4
GEL-101,2403,2018,18
GEL-108,2410,2012,3
GSE-106,2554,2016,1
HEA-144A,2732,2014,2
MOA-235,3253,2015,4
CUL-101,5732,2020,9
CUL-125,1364,2011,2
CUL-169C,1421,2014,2
CUL-171,1423,2017,1
ECE-127,1687,2018,4
ETH-201,2166,2011,5
ART-112,5654,2018,2
ART-135B,186,2019,11
ART-147,203,2015,5
ART-210,225,2017,1
ART-221F,5631,2019,14
BIO-103,272,2013,4
SPA-156CC,4693,2014,2
SPA-160AA,4712,2015,2
SPA-160B,4713,2014,2
SPE-102,4831,2016,4
PET-100,4235,2011,2
REL-102,4390,2017,4
SPA-121A,4565,2020,5
SPA-122B,4569,2013,4
SPA-123D,4573,2017,3
SPA-155,5305,2016,4
ENG-215,2063,2020,15
ENG-216,2064,2012,5
ITA-142,3043,2014,2
MAT-103A,3143,2017,5
MUS-130B,3309,2015,3
PEF-123A,5232,2016,1
CIS-105,5884,2020,5
COU-122,990,2020,5
CUL-162B,1391,2015,2
DAN-118A,1541,2011,2
ECE-102,1672,2011,5
ECE-204,1832,2020,4
BSN-102,5112,2017,12
BSN-107,5503,2015,3
BSN-120,493,2011,2
BSN-155B,515,2013,1
CHM-103,833,2019,22
CHM-117,839,2013,3
ART-112,5533,2016,3
ART-116,94,2017,12
BSN-101A,5539,2016,1
CUL-114,1361,2015,3
CUL-164A,1408,2017,2
CUL-172A,1424,2017,3
SPA-157F,4706,2017,4
SPA-210,4822,2017,10
THE-111D,4858,2012,1
WLD-127A,5409,2014,2
MUS-112,3278,2020,5
MUS-126A,3296,2014,1
PSY-103,4354,2012,8
SPA-154A,4672,2017,2
SPA-154G,4678,2019,6
SPA-156A,4689,2020,1
CUL-172F,1429,2011,3
ECE-120,1683,2019,4
ECE-204,1832,2018,4
GEG-106,2381,2020,13
HIS-104,2840,2012,4
ITA-102,3034,2013,6
ANT-107,49,2019,39
ART-117,95,2013,7
ART-143,199,2018,6
ART-147,5832,2020,9
ART-241A,5636,2018,4
BIO-149,322,2019,30
WLD-140A,5416,2017,8
SPA-160EE,4718,2012,2
SPA-184A,4740,2013,2
SPA-195D,4813,2012,2
WLD-101,5311,2017,8
WLD-107B,5315,2015,8
WLD-126A,4972,2013,2
MAT-103A,3143,2016,3
PEF-100BA,5153,2018,4
PEF-118C,5207,2019,4
PEH-143A,4233,2015,1
PHY-208,5681,2016,4
SNL-102,4454,2012,6
ENG-218,2066,2011,3
ENG-219G,2074,2013,1
ETH-203C,2172,2015,5
FIR-170C,6161,2020,5
FIR-172C,5554,2020,1
HIS-113,2849,2011,4
BIO-204,325,2020,10
BIO-205,326,2012,5
BSN-137,5944,2020,5
CAO-164A,731,2011,1
EDU-100,5635,2019,4
ENG-216,2064,2019,20
ANT-103,43,2015,6
ART-115,93,2015,15
ART-116,94,2016,10
ART-122,5269,2017,9
ART-147,203,2018,10
ART-215,5658,2015,5
PEF-101CA,5177,2016,1
SPA-122CA,5800,2020,4
SPA-143,4668,2020,10
SPA-156F,4697,2012,2
WLD-101,5311,2018,24
GEG-107,2382,2017,3
GEL-110,2412,2014,3
GSE-126,2559,2019,6
HUM-102,2981,2017,3
ITA-101,3033,2013,4
MUS-104F,3268,2016,2
CUL-128,1366,2013,1
CUL-172F,1429,2020,7
ECE-126,1686,2020,8
ENG-208A,2054,2012,3
EVS-106,6145,2020,9
FRE-143,2355,2011,2
ART-221,5537,2015,4
BSN-210,555,2019,1
CAO-121,706,2014,1
CIS-101,866,2014,2
CIS-120C,874,2012,1
CRJ-101,1286,2015,11
ANT-107,49,2018,37
ART-102,81,2020,14
ART-210A,5624,2018,13
ART-215,230,2019,7
BSN-110A,486,2016,4
CAO-155,723,2015,1
THE-129,4889,2011,3
WLD-107B,5315,2014,6
SPA-157E,4705,2014,4
SPA-157J,4709,2016,4
SPA-160D,4716,2012,2
SPA-183B,5731,2017,2
THE-106A,4847,2019,8
THE-108C,5171,2015,2
MAT-107,3148,2016,5
MUS-116C,5957,2020,5
PHI-103B,4242,2019,4
PSY-210,5335,2018,17
REL-105,4393,2019,4
SOC-102,4493,2017,4
CAO-166,734,2013,1
CHN-142,860,2014,2
COU-122,990,2011,2
ETH-203B,2171,2011,5
FIR-170A,5825,2020,5
FIR-170C,5735,2015,2
ART-117,95,2018,1
ART-215,230,2014,4
BSN-190,526,2014,3
CAO-154,722,2012,1
COU-127,995,2014,2
CUL-168A,1416,2018,5
WLD-117B,5320,2017,2
WLD-126C,4973,2020,1
SOC-104,4495,2020,14
SPA-122A,4568,2017,3
SPA-156CE,5803,2020,4
SPA-212,4824,2015,11
THE-106A,4847,2014,5
THE-136D,5211,2012,1
MUS-104F,3268,2017,4
MUS-124,3291,2015,4
MUS-133A,3400,2017,2
MUS-133C,3402,2011,2
PEF-123B,5234,2017,1
REL-103,4391,2013,4
CUL-172D,1427,2015,3
ENG-221,2079,2014,3
FIR-174A,5556,2018,1
GEG-101,2373,2018,32
GEL-110,2412,2015,5
JPN-201,3083,2017,5
ART-212,227,2011,6
ART-224,239,2012,5
ART-228A,5111,2019,34
ART-233,249,2015,5
ART-244,261,2013,5
BIO-111,275,2011,3
SPA-156FF,4698,2016,2
SPA-170B,4726,2013,4
SPA-210,4822,2020,24
THE-101,4841,2018,12
WLD-127A,5409,2020,1
PHY-208,4314,2015,4
RUS-141,4446,2012,2
SPA-125A,4577,2014,4
SPA-154E,4676,2016,2
SPA-154G,4678,2012,2
SPA-156EE,4696,2012,2
FIR-170C,6161,2017,2
GER-141,2454,2012,2
HUM-101,2980,2015,3
MAT-102,3141,2012,3
MUS-248B,5286,2014,3
PEF-101BA,5175,2017,1
CUL-166,1413,2011,2
CUL-168A,1416,2017,1
ECE-109,1679,2020,4
ETH-100,2156,2019,6
ETH-203A,2170,2017,5
FIR-170A,5825,2018,6
CAO-164B,732,2012,1
CHM-100,830,2018,30
COU-109,984,2020,5
COU-121,989,2011,4
CRJ-102,1287,2019,15
